x,y
0.5,2.5
0.54,2.5
0.58,2.5
0.62,2.5
0.66,2.5
0.7,2.5
0.74,2.5
0.78,2.5
0.82,2.5
0.86,2.5
0.9,2.5
0.94,2.5
0.98,2.5
1.02,2.5
1.06,2.5
1.1,2.5
1.14,2.5
1.18,2.5
1.22,2.5
1.26,2.5
1.3,2.5
1.34,2.5
1.38,2.5
1.42,2.5
1.46,2.5
1.5,2.5
1.54,2.5
1.58,2.5
1.62,2.5
1.66,2.5
1.7,2.5
1.74,2.5
1.78,2.5
1.82,2.5
1.86,2.5
1.9,2.5
1.94,2.5
1.98,2.5
2.02,2.5
2.06,2.5
2.1,2.5
2.14,2.5
2.18,2.5
2.22,2.5
2.26,2.5
2.3,2.5
2.34,2.5
2.38,2.5
2.42,2.5
2.46,2.5
2.5,2.5
